"Title1","Title2","Authors1","Authors2","Keywords1","Keywords2","Similarity","Label"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","gemalmaz ma,yin m","pessach d,shmueli e","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","0.26268348623853","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","on the relationship between explanations, fairness perceptions, and decisions","gemalmaz ma,yin m","schoeffer j,de-arteaga m,kuehl n","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","0.32032496782497","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","linear versus nonlinear allocation rules in risk sharing under financial fairness","gemalmaz ma,yin m","schumacher jm","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","0.2510053816047","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","artificial intelligence in human resources management: challenges and a path forward","gemalmaz ma,yin m","tambe p,cappelli p,yakubovich v","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.24109335839599","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands","gemalmaz ma,yin m","timan t,grommÃ© f","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan","0.26003246753247","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief","gemalmaz ma,yin m","undefined,ta l,cm c","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining","0.25081597222222","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","ai ethics in industry: a research framework","gemalmaz ma,yin m","ville v,kai-kristian k,pekka a","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency","0.20629058441558","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai","gemalmaz ma,yin m","wachter s,mittelstadt b,russell c","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination","0.25157825630252","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","user association and resource allocation in full-duplex relay aided noma systems","gemalmaz ma,yin m","wang l,ai y,liu n,fei a","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation","0.2691724738676","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","artificial intelligence and the public sectorâ€”applications and challenges","gemalmaz ma,yin m","wirtz bw,weyerer jc,geyer c","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ai applications,ai challenges,artificial intelligence,public sector","0.23558368869936","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","the rising tide of artificial intelligence and business automation: developing an ethical framework","gemalmaz ma,yin m","wright sa,schultz ae","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement","0.25072715572715","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","achieving causal fairness through generative adversarial networks","gemalmaz ma,yin m","xu d,wu y,yuan s,zhang l,wu x","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models","0.24716394825647","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","algorithmic fairness in computational medicine","gemalmaz ma,yin m","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","algorithmic fairness,computational medicine","0.19073089700997","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","effective exposure amortizing for fair top-k recommendation","gemalmaz ma,yin m","yang t,xu z,ai q","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","0.20431034482759","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","gemalmaz ma,yin m","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","0.23728571428571","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","flexible and adaptive fairness-aware learning in non-stationary data streams","gemalmaz ma,yin m","zhang w,zhang m,zhang j,liu z,...","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ai fairness,flexible fairness,online classification","0.25475140056022","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","introduction to ai fairness","gemalmaz ma,yin m","zhang y,bellamy r,liao qv,singh m","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","algorithmic fairness,bias,decision support,discrimination-aware machine","0.20219315895372","0"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","bias, fairness and accountability with artificial intelligence and machine learning algorithms","gemalmaz ma,yin m","zhou n,zhang z,nair vn,singhal h,chen j","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","ai,ml,algorithm,bias,fairness","0.2650184729064","1"
"understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","applying differential privacy mechanism in artificial intelligence","gemalmaz ma,yin m","zhu t,yu ps","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning","0.21714285714286","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","artificial intelligence, intersectionality, and the future of public health","giovanola b,tiribelli s","bauer gr,lizotte dj","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.25538194444444","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","a sociotechnical view of algorithmic fairness","giovanola b,tiribelli s","dolata m,feuerriegel s,schwabe g","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art","0.24701992753623","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","ai-enabled radio resource allocation in 5g for urllc and embb users","giovanola b,tiribelli s","elsayed m,erol-kantarci m","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","5g mobile communication,delays,quality of service,reliability,resource management,throughput","0.22768342391304","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","who is the fairest of them all? public attitudes and expectations regarding automated decision-making","giovanola b,tiribelli s","helberger n,araujo t,de vreese ch","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","algorithmic fairness,automated-decision making,public perceptions","0.27988782051282","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","principal fairness for human and algorithmic decision-making","giovanola b,tiribelli s","imai k,jiang z","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","algorithmic fairness,causal inference,potential outcomes,principal stratification","0.30253600823045","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","introduction to the special issue on ai fairness, trust, and ethics","giovanola b,tiribelli s","jr lp,bansal g,melville n,...","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai bias,ai fairness,ai trust,artificial intelligence","0.2661578525641","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","exploring bias and fairness in artificial intelligence and machine learning algorithms","giovanola b,tiribelli s","khakurel ub,abdelmoumin g,bajracharya a,rawat db","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling","0.31620349702381","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","ai & intellectual property: towards an articulated public domain","giovanola b,tiribelli s","kop m","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments","0.20746975806452","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","a survey on datasets for fairness-aware machine learning","giovanola b,tiribelli s","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness","0.29879755434783","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","revealing factors influencing students' perceived fairness: a case with a predictive system for math learning","giovanola b,tiribelli s","li c,xing w","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","fair ai,human-centered computing,math learning,perceived fairness","0.28560897435897","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","trustworthy ai: from principles to practices","giovanola b,tiribelli s","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","0.19465059055118","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","giovanola b,tiribelli s","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai,fairness,machine learning,software development practices","0.26704449152542","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","giovanola b,tiribelli s","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","0.22741402116402","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","artificial intelligence in human resources management: challenges and a path forward","giovanola b,tiribelli s","tambe p,cappelli p,yakubovich v","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.23593019005848","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","artificial intelligence and the public sectorâ€”applications and challenges","giovanola b,tiribelli s","wirtz bw,weyerer jc,geyer c","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai applications,ai challenges,artificial intelligence,public sector","0.25780472636816","1"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","effective exposure amortizing for fair top-k recommendation","giovanola b,tiribelli s","yang t,xu z,ai q","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","0.20201149425287","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","flexible and adaptive fairness-aware learning in non-stationary data streams","giovanola b,tiribelli s","zhang w,zhang m,zhang j,liu z,...","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai fairness,flexible fairness,online classification","0.2793137254902","0"
"beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","bias, fairness and accountability with artificial intelligence and machine learning algorithms","giovanola b,tiribelli s","zhou n,zhang z,nair vn,singhal h,chen j","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","ai,ml,algorithm,bias,fairness","0.33412356321839","1"
"marrying fairness and explainability in supervised learning","transparency and explainability of ai systems: ethical guidelines in practice","grabowicz pa,perello n,mishra a","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai systems,ethical guidelines,explainability,quality requirements,transparency","0.30771441202476","1"
"marrying fairness and explainability in supervised learning","artificial intelligence, intersectionality, and the future of public health","grabowicz pa,perello n,mishra a","bauer gr,lizotte dj","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.23482120051086","0"
"marrying fairness and explainability in supervised learning","using edge cases to disentangle fairness and solidarity in ai ethics","grabowicz pa,perello n,mishra a","brusseau j","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,ethics,fairness,philosophy,solidarity","0.27957697380818","0"
"marrying fairness and explainability in supervised learning","fairness & friends in the data science era","grabowicz pa,perello n,mishra a","catania b,guerrini g,accinelli c","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","0.27352490421456","0"
"marrying fairness and explainability in supervised learning","a sociotechnical view of algorithmic fairness","grabowicz pa,perello n,mishra a","dolata m,feuerriegel s,schwabe g","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art","0.27083458270865","1"
"marrying fairness and explainability in supervised learning","ai-enabled radio resource allocation in 5g for urllc and embb users","grabowicz pa,perello n,mishra a","elsayed m,erol-kantarci m","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","5g mobile communication,delays,quality of service,reliability,resource management,throughput","0.24311094452774","0"
"marrying fairness and explainability in supervised learning","addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","grabowicz pa,perello n,mishra a","fletcher rr,nakeshimana a,...","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine","0.275","0"
"marrying fairness and explainability in supervised learning","rawls's original position and algorithmic fairness","grabowicz pa,perello n,mishra a","franke u","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","0.24365093768905","0"
"marrying fairness and explainability in supervised learning","beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","grabowicz pa,perello n,mishra a","giovanola b,tiribelli s","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","0.27298611111111","1"
"marrying fairness and explainability in supervised learning","speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals","grabowicz pa,perello n,mishra a","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias","0.22773715551863","0"
"marrying fairness and explainability in supervised learning","who is the fairest of them all? public attitudes and expectations regarding automated decision-making","grabowicz pa,perello n,mishra a","helberger n,araujo t,de vreese ch","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,automated-decision making,public perceptions","0.24103448275862","0"
"marrying fairness and explainability in supervised learning","principal fairness for human and algorithmic decision-making","grabowicz pa,perello n,mishra a","imai k,jiang z","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,causal inference,potential outcomes,principal stratification","0.28334752376898","1"
"marrying fairness and explainability in supervised learning","introduction to the special issue on ai fairness, trust, and ethics","grabowicz pa,perello n,mishra a","jr lp,bansal g,melville n,...","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai bias,ai fairness,ai trust,artificial intelligence","0.27901414677277","0"
"marrying fairness and explainability in supervised learning","exploring bias and fairness in artificial intelligence and machine learning algorithms","grabowicz pa,perello n,mishra a","khakurel ub,abdelmoumin g,bajracharya a,rawat db","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling","0.29309729064039","0"
"marrying fairness and explainability in supervised learning","ai & intellectual property: towards an articulated public domain","grabowicz pa,perello n,mishra a","kop m","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments","0.24315628476084","0"
"marrying fairness and explainability in supervised learning","a survey on datasets for fairness-aware machine learning","grabowicz pa,perello n,mishra a","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness","0.34904547726137","0"
"marrying fairness and explainability in supervised learning","revealing factors influencing students' perceived fairness: a case with a predictive system for math learning","grabowicz pa,perello n,mishra a","li c,xing w","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","fair ai,human-centered computing,math learning,perceived fairness","0.27209549071618","1"
"marrying fairness and explainability in supervised learning","fmea-ai: ai fairness impact assessment using failure mode and effects analysis","grabowicz pa,perello n,mishra a","li j,chignell textperiodcenteredm","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis","0.23804597701149","0"
"marrying fairness and explainability in supervised learning","trustworthy ai: from principles to practices","grabowicz pa,perello n,mishra a","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","0.1960887863155","0"
"marrying fairness and explainability in supervised learning","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","grabowicz pa,perello n,mishra a","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai,fairness,machine learning,software development practices","0.24772939801286","0"
"marrying fairness and explainability in supervised learning","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","grabowicz pa,perello n,mishra a","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","0.19789636927568","0"
"marrying fairness and explainability in supervised learning","improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","grabowicz pa,perello n,mishra a","pessach d,shmueli e","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","0.24964093641253","0"
"marrying fairness and explainability in supervised learning","on the relationship between explanations, fairness perceptions, and decisions","grabowicz pa,perello n,mishra a","schoeffer j,de-arteaga m,kuehl n","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","0.29111732422077","0"
"marrying fairness and explainability in supervised learning","linear versus nonlinear allocation rules in risk sharing under financial fairness","grabowicz pa,perello n,mishra a","schumacher jm","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","0.29727838135727","0"
"marrying fairness and explainability in supervised learning","artificial intelligence in human resources management: challenges and a path forward","grabowicz pa,perello n,mishra a","tambe p,cappelli p,yakubovich v","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.24120588828393","0"
"marrying fairness and explainability in supervised learning","a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands","grabowicz pa,perello n,mishra a","timan t,grommÃ© f","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan","0.23509404388715","0"
"marrying fairness and explainability in supervised learning","artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief","grabowicz pa,perello n,mishra a","undefined,ta l,cm c","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining","0.22059147509579","0"
"marrying fairness and explainability in supervised learning","ai ethics in industry: a research framework","grabowicz pa,perello n,mishra a","ville v,kai-kristian k,pekka a","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency","0.24296760710554","0"
"marrying fairness and explainability in supervised learning","why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai","grabowicz pa,perello n,mishra a","wachter s,mittelstadt b,russell c","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination","0.22608857336038","0"
"marrying fairness and explainability in supervised learning","user association and resource allocation in full-duplex relay aided noma systems","grabowicz pa,perello n,mishra a","wang l,ai y,liu n,fei a","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation","0.24044154751892","0"
"marrying fairness and explainability in supervised learning","artificial intelligence and the public sectorâ€”applications and challenges","grabowicz pa,perello n,mishra a","wirtz bw,weyerer jc,geyer c","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai applications,ai challenges,artificial intelligence,public sector","0.26025476067936","1"
"marrying fairness and explainability in supervised learning","the rising tide of artificial intelligence and business automation: developing an ethical framework","grabowicz pa,perello n,mishra a","wright sa,schultz ae","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement","0.24492647820234","0"
"marrying fairness and explainability in supervised learning","achieving causal fairness through generative adversarial networks","grabowicz pa,perello n,mishra a","xu d,wu y,yuan s,zhang l,wu x","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models","0.25547832383021","1"
"marrying fairness and explainability in supervised learning","algorithmic fairness in computational medicine","grabowicz pa,perello n,mishra a","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,computational medicine","0.28341352579524","0"
"marrying fairness and explainability in supervised learning","effective exposure amortizing for fair top-k recommendation","grabowicz pa,perello n,mishra a","yang t,xu z,ai q","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","0.19671422909235","0"
"marrying fairness and explainability in supervised learning","""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","grabowicz pa,perello n,mishra a","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","0.21726436781609","0"
"marrying fairness and explainability in supervised learning","flexible and adaptive fairness-aware learning in non-stationary data streams","grabowicz pa,perello n,mishra a","zhang w,zhang m,zhang j,liu z,...","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai fairness,flexible fairness,online classification","0.30218728870859","1"
"marrying fairness and explainability in supervised learning","introduction to ai fairness","grabowicz pa,perello n,mishra a","zhang y,bellamy r,liao qv,singh m","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","algorithmic fairness,bias,decision support,discrimination-aware machine","0.24440181317792","0"
"marrying fairness and explainability in supervised learning","bias, fairness and accountability with artificial intelligence and machine learning algorithms","grabowicz pa,perello n,mishra a","zhou n,zhang z,nair vn,singhal h,chen j","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","ai,ml,algorithm,bias,fairness","0.28468093539437","0"
"marrying fairness and explainability in supervised learning","applying differential privacy mechanism in artificial intelligence","grabowicz pa,perello n,mishra a","zhu t,yu ps","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning","0.24931855500821","0"
"speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals","transparency and explainability of ai systems: ethical guidelines in practice","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias","ai systems,ethical guidelines,explainability,quality requirements,transparency","0.26606734630831","1"
"speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals","artificial intelligence, intersectionality, and the future of public health","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","bauer gr,lizotte dj","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.22699464524766","0"
"speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals","fairness & friends in the data science era","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","catania b,guerrini g,accinelli c","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","0.21101907630522","0"
